"gene","pathway"
"ATXN3","ORPHA:276244"
"MLH1","OMIM:609310"
"MLH1","OMIM:276300"
"MLH1","OMIM:158320"
"MLH1","ORPHA:587"
"MLH1","ORPHA:252202"
"MLH1","ORPHA:144"
"KMT2A","ORPHA:319182"
"KMT2A","OMIM:605130"
"KMT2A","ORPHA:98831"
"KMT2A","ORPHA:99860"
"KMT2A","ORPHA:402017"
"KMT2A","ORPHA:98836"
"KMT2A","ORPHA:98835"
"KMT2A","ORPHA:199"
"KMT2A","ORPHA:98837"
"NR3C2","ORPHA:88660"
"NR3C2","ORPHA:171871"
"NR3C2","OMIM:605115"
"NR3C2","OMIM:177735"
"TRPM1","OMIM:613216"
"TRPM1","ORPHA:215"
"MME","OMIM:617017"
"MME","ORPHA:443950"
"MME","ORPHA:497764"
"MME","OMIM:614692"
"MME","ORPHA:495274"
"MME","OMIM:617018"
"MME","ORPHA:497757"
"MMP1","OMIM:606963"
"MMP1","ORPHA:79408"
"MMP2","OMIM:259600"
"MMP2","ORPHA:3460"
"MMP2","ORPHA:85196"
"MMP9","ORPHA:1040"
"MMP9","OMIM:613073"
"MMP13","OMIM:250400"
"MMP13","ORPHA:1040"
"MMP13","OMIM:602111"
"MMP13","ORPHA:2501"
"MMP13","ORPHA:93356"
"MMP14","OMIM:277950"
"MMP14","ORPHA:3460"
"MMP14","ORPHA:85196"
"MMP19","ORPHA:464760"
"MMP19","OMIM:611543"
"ALDH6A1","OMIM:614105"
"ALDH6A1","ORPHA:289307"
"MN1","OMIM:607174"
"MN1","ORPHA:263662"
"MOCS1","OMIM:252150"
"MOCS1","ORPHA:308386"
"MOCS2","OMIM:252160"
"MOCS2","ORPHA:308393"
"MOG","OMIM:614250"
"MOG","ORPHA:2073"
"MPI","OMIM:602579"
"MPI","ORPHA:79319"
"MPL","ORPHA:729"
"MPL","OMIM:601977"
"MPL","OMIM:604498"
"MPL","ORPHA:3319"
"MPL","OMIM:254450"
"MPL","ORPHA:3318"
"MPL","ORPHA:397692"
"MPL","ORPHA:824"
"MPL","ORPHA:71493"
"MPO","OMIM:254600"
"MPO","ORPHA:2587"
"MPV17","ORPHA:255229"
"MPV17","OMIM:256810"
"MPZ","OMIM:605253"
"MPZ","ORPHA:99943"
"MPZ","ORPHA:99942"
"MPZ","ORPHA:3115"
"MPZ","ORPHA:64748"
"MPZ","ORPHA:101082"
"MPZ","OMIM:180800"
"MPZ","OMIM:607736"
"MPZ","OMIM:607677"
"MPZ","ORPHA:100046"
"MPZ","OMIM:145900"
"MPZ","OMIM:607791"
"MPZ","ORPHA:324585"
"MPZ","OMIM:118200"
"MRE11","ORPHA:240760"
"MRE11","OMIM:604391"
"MRE11","ORPHA:145"
"MRE11","ORPHA:251347"
"MSH2","OMIM:120435"
"MSH2","OMIM:276300"
"MSH2","OMIM:158320"
"MSH2","ORPHA:587"
"MSH2","ORPHA:252202"
"MSH2","ORPHA:144"
"MSH3","OMIM:617100"
"MSH3","OMIM:608089"
"MSH3","ORPHA:480536"
"MSH5","OMIM:617442"
"MSN","OMIM:300988"
"MSR1","OMIM:176807"
"MSR1","OMIM:614266"
"MSR1","ORPHA:1331"
"MST1","ORPHA:171"
"MSX1","OMIM:608874"
"MSX1","ORPHA:2228"
"MSX1","OMIM:189500"
"MSX1","ORPHA:199306"
"MSX1","ORPHA:99798"
"MSX1","ORPHA:141291"
"MSX1","ORPHA:199302"
"MSX1","OMIM:106600"
"MSX2","ORPHA:1541"
"MSX2","ORPHA:251290"
"MSX2","OMIM:168500"
"MSX2","ORPHA:60015"
"MSX2","OMIM:604757"
"MSX2","OMIM:168550"
"ATP6","ORPHA:397750"
"ATP6","OMIM:535000"
"ATP6","ORPHA:254913"
"ATP6","ORPHA:644"
"ATP6","ORPHA:225154"
"ATP6","ORPHA:104"
"ATP6","OMIM:551500"
"ATP6","ORPHA:320360"
"ATP6","ORPHA:255210"
"ATP8","ORPHA:397750"
"ATP8","ORPHA:254913"
"ATP8","ORPHA:480"
"TRNC","OMIM:540000"
"COX1","ORPHA:550"
"COX1","ORPHA:90641"
"COX1","ORPHA:254905"
"COX1","ORPHA:99845"
"COX1","ORPHA:168609"
"COX1","ORPHA:104"
"COX1","OMIM:540000"
"COX1","OMIM:500008"
"COX2","ORPHA:550"
"COX2","ORPHA:254905"
"COX2","OMIM:540000"
"COX3","OMIM:535000"
"COX3","ORPHA:550"
"COX3","ORPHA:254905"
"COX3","ORPHA:99845"
"COX3","ORPHA:104"
"COX3","OMIM:540000"
"CYTB","OMIM:535000"
"CYTB","ORPHA:1460"
"CYTB","ORPHA:137675"
"CYTB","ORPHA:104"
"CYTB","OMIM:540000"
"MTHFR","ORPHA:268397"
"MTHFR","OMIM:236250"
"MTHFR","ORPHA:268762"
"MTHFR","ORPHA:1048"
"MTHFR","ORPHA:268752"
"MTHFR","ORPHA:413690"
"MTHFR","ORPHA:268384"
"MTHFR","ORPHA:268766"
"MTHFR","ORPHA:268770"
"MTHFR","ORPHA:268748"
"MTHFR","ORPHA:395"
"MTHFR","ORPHA:268758"
"MTHFR","ORPHA:268392"
"MTHFR","ORPHA:268377"
"MTHFR","ORPHA:268740"
"MTHFR","ORPHA:268388"
"MTM1","ORPHA:596"
"MTM1","OMIM:310400"
"MTM1","ORPHA:456328"
"ND1","OMIM:535000"
"ND1","ORPHA:550"
"ND1","ORPHA:104"
"ND1","OMIM:540000"
"ND1","ORPHA:2609"
"ND1","ORPHA:255210"
"ND2","OMIM:535000"
"ND2","ORPHA:104"
"ND2","ORPHA:2609"
"ND2","ORPHA:255210"
"ND3","ORPHA:99718"
"ND3","ORPHA:2609"
"ND3","ORPHA:255210"
"ND4","ORPHA:99718"
"ND4","OMIM:535000"
"ND4","ORPHA:550"
"ND4","ORPHA:168609"
"ND4","ORPHA:104"
"ND4","ORPHA:255210"
"ND4L","OMIM:535000"
"ND4L","ORPHA:104"
"ND5","OMIM:535000"
"ND5","ORPHA:550"
"ND5","ORPHA:104"
"ND5","ORPHA:551"
"ND5","OMIM:540000"
"ND5","ORPHA:255210"
"ND6","ORPHA:99718"
"ND6","OMIM:535000"
"ND6","ORPHA:550"
"ND6","ORPHA:104"
"ND6","OMIM:540000"
"ND6","ORPHA:255210"
"MTTP","ORPHA:14"
"MTTP","OMIM:200100"
"MTR","ORPHA:2170"
"MTR","OMIM:250940"
"RNR1","ORPHA:90641"
"RNR1","ORPHA:168609"
"RNR1","ORPHA:551"
"RNR1","OMIM:500008"
"MTRR","OMIM:236270"
"MTRR","ORPHA:2169"
"TRNE","ORPHA:254864"
"TRNE","ORPHA:2596"
"TRNE","ORPHA:225"
"TRNF","OMIM:545000"
"TRNF","ORPHA:550"
"TRNF","ORPHA:551"
"TRNF","OMIM:540000"
"TRNH","ORPHA:550"
"TRNH","ORPHA:90641"
"TRNH","ORPHA:551"
"TRNI","OMIM:545000"
"TRNK","OMIM:545000"
"TRNK","ORPHA:1349"
"TRNK","ORPHA:225"
"TRNK","ORPHA:551"
"TRNK","OMIM:540000"
"TRNK","ORPHA:255210"
"TRNL1","OMIM:545000"
"TRNL1","ORPHA:324525"
"TRNL1","ORPHA:550"
"TRNL1","ORPHA:225"
"TRNL1","ORPHA:480"
"TRNL1","ORPHA:551"
"TRNL1","OMIM:540000"
"TRNL1","ORPHA:663"
"TRNL1","ORPHA:255210"
"TRNN","OMIM:220110"
"TRNN","ORPHA:663"
"TRNP","OMIM:545000"
"TRNP","ORPHA:551"
"TRNQ","ORPHA:550"
"TRNQ","ORPHA:551"
"TRNQ","OMIM:540000"
"TRNS1","OMIM:220110"
"TRNS1","ORPHA:550"
"TRNS1","ORPHA:2202"
"TRNS1","ORPHA:90641"
"TRNS1","OMIM:580000"
"TRNS1","ORPHA:168609"
"TRNS1","ORPHA:551"
"TRNS1","OMIM:540000"
"TRNS1","ORPHA:663"
"TRNS1","OMIM:500008"
"TRNS2","ORPHA:550"
"TRNS2","ORPHA:551"
"TRNS2","OMIM:540000"
"TRNS2","ORPHA:231183"
"TRNT","OMIM:551000"
"TRNT","OMIM:556500"
"TRNT","ORPHA:254857"
"TRNV","OMIM:540000"
"TRNV","ORPHA:255210"
"TRNW","ORPHA:550"
"TRNW","OMIM:251900"
"TRNW","OMIM:540000"
"TRNW","ORPHA:255210"
"MUC1","ORPHA:88949"
"MUC1","OMIM:174000"
"TRIM37","ORPHA:2576"
"TRIM37","OMIM:253250"
"MUSK","ORPHA:994"
"MUSK","OMIM:208150"
"MUSK","OMIM:616325"
"MUSK","ORPHA:98913"
"MUT","ORPHA:289916"
"MUT","OMIM:251000"
"MUT","ORPHA:79312"
"MUTYH","OMIM:132600"
"MUTYH","OMIM:613659"
"MUTYH","OMIM:608456"
"MUTYH","ORPHA:247798"
"MVD","OMIM:614714"
"MVD","ORPHA:79152"
"MVK","OMIM:175900"
"MVK","OMIM:610377"
"MVK","ORPHA:343"
"MVK","ORPHA:735"
"MVK","OMIM:260920"
"MVK","ORPHA:29"
"MVK","ORPHA:79152"
"MYBPC1","OMIM:614335"
"MYBPC1","OMIM:614915"
"MYBPC1","ORPHA:137783"
"MYBPC1","ORPHA:1146"
"MYBPC3","OMIM:115197"
"MYBPC3","OMIM:615396"
"MYBPC3","ORPHA:54260"
"MYBPC3","ORPHA:154"
"MYC","OMIM:113970"
"MYC","ORPHA:543"
"MYC","ORPHA:480541"
"MYC","ORPHA:99861"
"MYCN","ORPHA:357027"
"MYCN","ORPHA:635"
"MYCN","ORPHA:357034"
"MYCN","ORPHA:391641"
"MYCN","OMIM:189960"
"MYCN","OMIM:164280"
"MYD88","OMIM:153600"
"MYD88","OMIM:612260"
"MYD88","ORPHA:183713"
"MYD88","ORPHA:33226"
"MYF6","OMIM:614408"
"MYF6","ORPHA:169189"
"MYH2","ORPHA:79091"
"MYH2","OMIM:605637"
"MYH2","ORPHA:363677"
"MYH3","ORPHA:65743"
"MYH3","OMIM:601680"
"MYH3","ORPHA:1147"
"MYH3","ORPHA:1146"
"MYH3","OMIM:178110"
"MYH3","OMIM:193700"
"MYH3","ORPHA:2053"
"MYH3","ORPHA:3275"
"MYH6","OMIM:192600"
"MYH6","OMIM:614089"
"MYH6","OMIM:613251"
"MYH6","ORPHA:99103"
"MYH6","OMIM:613252"
"MYH6","ORPHA:154"
"MYH6","ORPHA:166282"
"MYH7","OMIM:192600"
"MYH7","OMIM:613426"
"MYH7","ORPHA:324604"
"MYH7","OMIM:160500"
"MYH7","OMIM:255310"
"MYH7","ORPHA:59135"
"MYH7","ORPHA:53698"
"MYH7","ORPHA:54260"
"MYH7","OMIM:181430"
"MYH7","OMIM:255160"
"MYH7","ORPHA:437572"
"MYH7","ORPHA:154"
"MYH7","OMIM:608358"
"MYH7","ORPHA:1880"
"MYH8","OMIM:158300"
"MYH8","OMIM:608837"
"MYH8","ORPHA:319340"
"MYH8","ORPHA:3377"
"MYH9","ORPHA:90635"
"MYH9","ORPHA:477742"
"MYH9","ORPHA:182050"
"MYH9","OMIM:153650"
"MYH9","OMIM:155100"
"MYH9","OMIM:600208"
"MYH9","OMIM:605249"
"MYH9","OMIM:603622"
"MYH9","OMIM:153640"
"MYH11","ORPHA:91387"
"MYH11","ORPHA:98829"
"MYH11","ORPHA:2241"
"MYH11","ORPHA:229"
"MYH11","OMIM:132900"
"MYL2","ORPHA:2020"
"MYL2","OMIM:608758"
"MYL3","OMIM:608751"
"MYL4","ORPHA:334"
"MYL4","OMIM:617280"
"MYLK","ORPHA:91387"
"MYLK","ORPHA:2241"
"MYLK","OMIM:613780"
"MYO1A","ORPHA:90635"
"MYO1A","OMIM:607841"
"MYO1E","OMIM:614131"
"MYO1E","ORPHA:93213"
"MYO5A","ORPHA:33445"
"MYO5A","OMIM:214450"
"MYO5A","ORPHA:79476"
"MYO5A","ORPHA:79478"
"MYO5B","ORPHA:2290"
"MYO5B","ORPHA:480491"
"MYO5B","ORPHA:79306"
"MYO5B","OMIM:251850"
"MYO6","ORPHA:90636"
"MYO6","ORPHA:90635"
"MYO6","OMIM:606346"
"MYO6","OMIM:607821"
"MYO6","ORPHA:228012"
"MYO7A","ORPHA:231169"
"MYO7A","ORPHA:90636"
"MYO7A","OMIM:600060"
"MYO7A","OMIM:601317"
"MYO7A","ORPHA:90635"
"MYO7A","OMIM:276900"
"MYO7A","ORPHA:231178"
"MYOC","ORPHA:98977"
"MYOC","OMIM:137750"
"MYOC","ORPHA:98976"
"MYOD1","ORPHA:994"
"NAGA","ORPHA:79280"
"NAGA","OMIM:609242"
"NAGA","ORPHA:79281"
"NAGA","OMIM:609241"
"NAGA","ORPHA:79279"
"NAGLU","ORPHA:79270"
"NAGLU","OMIM:252920"
"NAGLU","OMIM:616491"
"NAGLU","ORPHA:447964"
"NBN","ORPHA:1331"
"NBN","ORPHA:647"
"NBN","ORPHA:145"
"NBN","OMIM:609135"
"NBN","OMIM:613065"
"NBN","OMIM:251260"
"NCF2","ORPHA:379"
"NCF2","OMIM:233710"
"NCF4","ORPHA:379"
"NCF4","OMIM:613960"
"NDN","ORPHA:98754"
"NDN","ORPHA:177901"
"NDN","OMIM:176270"
"NDN","ORPHA:177904"
"NDN","ORPHA:177910"
"NDP","ORPHA:190"
"NDP","OMIM:310600"
"NDP","ORPHA:649"
"NDP","ORPHA:91495"
"NDP","ORPHA:891"
"NDP","ORPHA:90050"
"NDP","OMIM:305390"
"NDUFA1","OMIM:252010"
"NDUFA1","ORPHA:2609"
"NDUFA2","OMIM:256000"
"NDUFA2","ORPHA:255241"
"NEB","ORPHA:33108"
"NEB","ORPHA:171430"
"NEB","ORPHA:399103"
"NEB","OMIM:256030"
"NEB","ORPHA:171433"
"NEB","ORPHA:171436"
"NEB","ORPHA:171439"
"NDUFA9","OMIM:256000"
"NDUFA9","ORPHA:255241"
"NDUFA10","OMIM:256000"
"NDUFA10","ORPHA:255241"
"NDUFB3","OMIM:252010"
"NDUFB3","ORPHA:2609"
"NDUFB9","OMIM:252010"
"NDUFB9","ORPHA:2609"
"NDUFB10","ORPHA:2609"
"NDUFS1","OMIM:252010"
"NDUFS1","ORPHA:2609"
"NDUFS1","ORPHA:255241"
"NDUFS2","OMIM:252010"
"NDUFS2","ORPHA:70474"
"NDUFS2","ORPHA:104"
"NDUFS2","ORPHA:2609"
"NDUFS2","ORPHA:255241"
"NDUFS3","OMIM:256000"
"NDUFS3","OMIM:252010"
"NDUFS3","ORPHA:2609"
"NDUFS3","ORPHA:255241"
"NDUFV1","OMIM:252010"
"NDUFV1","ORPHA:2609"
"NDUFV1","ORPHA:255241"
"NDUFS4","OMIM:256000"
"NDUFS4","OMIM:252010"
"NDUFS4","ORPHA:2609"
"NDUFS4","ORPHA:255241"
"NDUFS6","OMIM:252010"
"NDUFS6","ORPHA:2609"
"NDUFS8","OMIM:256000"
"NDUFS8","ORPHA:2609"
"NDUFS8","ORPHA:255241"
"NDUFV2","OMIM:252010"
"NDUFV2","ORPHA:2609"
"NDUFV2","ORPHA:255241"
"NEFH","OMIM:616924"
"NEFH","ORPHA:803"
"NEFL","ORPHA:228374"
"NEFL","ORPHA:99939"
"NEFL","OMIM:607684"
"NEFL","OMIM:607734"
"NEFL","ORPHA:101085"
"NEK1","OMIM:263520"
"NEK1","ORPHA:803"
"NEK1","ORPHA:93269"
"NEK1","ORPHA:2751"
"NEK2","OMIM:615565"
"NEK2","ORPHA:791"
"NEU1","ORPHA:93399"
"NEU1","ORPHA:93400"
"NEU1","ORPHA:812"
"NEU1","OMIM:256550"
"NEUROD1","OMIM:606394"
"NEUROD1","ORPHA:552"
"NF1","ORPHA:363700"
"NF1","OMIM:601321"
"NF1","ORPHA:638"
"NF1","OMIM:162210"
"NF1","ORPHA:86834"
"NF1","OMIM:162200"
"NF1","OMIM:607785"
"NF1","ORPHA:97685"
"NF1","OMIM:193520"
"NF1","ORPHA:139474"
"NF2","OMIM:607174"
"NF2","OMIM:101000"
"NF2","ORPHA:637"
"NF2","ORPHA:93921"
"NF2","OMIM:162091"
"NFIA","ORPHA:401986"
"NFIA","OMIM:613735"
"NFIX","ORPHA:420179"
"NFIX","ORPHA:561"
"NFIX","OMIM:614753"
"NFIX","OMIM:602535"
"NFKB1","ORPHA:1572"
"NFKB1","OMIM:616576"
"NFKB2","OMIM:615577"
"NFKB2","ORPHA:1572"
"NFKB2","ORPHA:293978"
"NFKBIA","OMIM:612132"
"NFKBIA","ORPHA:251576"
"NFKBIA","ORPHA:150"
"NFKBIA","ORPHA:98813"
"NFKBIA","ORPHA:251579"
"NGF","OMIM:608654"
"NGF","ORPHA:64752"
"NHS","OMIM:302350"
"NHS","ORPHA:98991"
"NHS","ORPHA:98994"
"NHS","ORPHA:627"
"NHS","OMIM:302200"
"NME1","OMIM:256700"
"NODAL","ORPHA:93925"
"NODAL","ORPHA:93924"
"NODAL","OMIM:270100"
"NODAL","ORPHA:157769"
"NODAL","ORPHA:280195"
"NODAL","ORPHA:101063"
"NODAL","ORPHA:220386"
"NODAL","ORPHA:93926"
"NODAL","ORPHA:280200"
"NONO","OMIM:300967"
"NONO","ORPHA:466791"
"NONO","ORPHA:319308"
"NOS1","ORPHA:930"
"NOTCH1","OMIM:616028"
"NOTCH1","ORPHA:974"
"NOTCH1","ORPHA:402075"
"NOTCH1","OMIM:109730"
"NOTCH2","ORPHA:955"
"NOTCH2","ORPHA:261629"
"NOTCH2","OMIM:610205"
"NOTCH2","OMIM:102500"
"NOTCH3","ORPHA:2591"
"NOTCH3","OMIM:125310"
"NOTCH3","ORPHA:2789"
"NOTCH3","ORPHA:136"
"NOTCH3","OMIM:130720"
"NOTCH3","OMIM:615293"
"PNP","OMIM:613179"
"PNP","ORPHA:760"
"NPC1","ORPHA:216981"
"NPC1","ORPHA:216978"
"NPC1","ORPHA:216972"
"NPC1","ORPHA:216986"
"NPC1","OMIM:257220"
"NPC1","ORPHA:216975"
"NPHP1","OMIM:266900"
"NPHP1","ORPHA:93592"
"NPHP1","OMIM:609583"
"NPHP1","ORPHA:220497"
"NPHP1","OMIM:256100"
"NPHP1","ORPHA:110"
"NPHP1","ORPHA:3156"
"NPHS1","ORPHA:93214"
"NPHS1","ORPHA:93213"
"NPHS1","ORPHA:839"
"NPHS1","ORPHA:93216"
"NPHS1","OMIM:256300"
"NPHS1","ORPHA:93217"
"NPPA","ORPHA:334"
"NPPA","OMIM:615745"
"NPPA","OMIM:612201"
"NPPA","ORPHA:1344"
"NPR2","OMIM:615923"
"NPR2","OMIM:616255"
"NPR2","OMIM:602875"
"NPR2","ORPHA:329191"
"NPR2","ORPHA:40"
"SLC11A2","OMIM:206100"
"SLC11A2","ORPHA:83642"
"NRAS","ORPHA:146"
"NRAS","ORPHA:626"
"NRAS","OMIM:188470"
"NRAS","OMIM:614470"
"NRAS","OMIM:137550"
"NRAS","ORPHA:648"
"NRAS","OMIM:114500"
"NRAS","OMIM:162900"
"NRAS","ORPHA:268114"
"NRAS","OMIM:163200"
"NRAS","ORPHA:86834"
"NRAS","OMIM:613224"
"NRAS","OMIM:249400"
"NRAS","ORPHA:2612"
"NRL","ORPHA:791"
"NRL","OMIM:613750"
"NRTN","ORPHA:388"
"NT5E","OMIM:211800"
"NT5E","ORPHA:289601"
"NTF4","OMIM:613100"
"NTHL1","OMIM:616415"
"NTHL1","ORPHA:454840"
"NTRK1","ORPHA:146"
"NTRK1","ORPHA:99361"
"NTRK1","OMIM:256800"
"NTRK1","OMIM:155240"
"NTRK1","ORPHA:64752"
"NTRK1","ORPHA:642"
"NTRK2","OMIM:617830"
"NTRK2","OMIM:613886"
"NTRK2","ORPHA:251612"
"NTRK2","ORPHA:3451"
"NTRK2","ORPHA:442835"
"ROR2","OMIM:268310"
"ROR2","ORPHA:93383"
"ROR2","ORPHA:1507"
"ROR2","OMIM:113000"
"DDR2","OMIM:271665"
"DDR2","ORPHA:93358"
"NUMA1","OMIM:612376"
"NUMA1","ORPHA:520"
"NR4A2","OMIM:168600"
"GPR143","OMIM:300814"
"GPR143","OMIM:300500"
"GPR143","ORPHA:54"
"OAT","ORPHA:414"
"OAT","OMIM:258870"
"OCA2","ORPHA:98754"
"OCA2","OMIM:203200"
"OCA2","ORPHA:177901"
"OCA2","ORPHA:79432"
"OCA2","ORPHA:98794"
"OCA2","ORPHA:177904"
"OCRL","ORPHA:534"
"OCRL","OMIM:300555"
"OCRL","OMIM:309000"
"OCRL","ORPHA:93623"
"OGDH","ORPHA:31"
"OGDH","OMIM:203740"
"OGG1","OMIM:144700"
"OGG1","ORPHA:422526"
"OPA1","ORPHA:1215"
"OPA1","OMIM:210000"
"OPA1","OMIM:616896"
"OPA1","OMIM:125250"
"OPA1","ORPHA:98673"
"OPA1","OMIM:165500"
"TNFRSF11B","ORPHA:2801"
"TNFRSF11B","OMIM:239000"
"OPHN1","OMIM:300486"
"OPHN1","ORPHA:137831"
"SIX6","ORPHA:2542"
"SIX6","OMIM:206900"
"SIX6","ORPHA:435930"
"SIX6","OMIM:212550"
"ORC1","ORPHA:2554"
"ORC1","OMIM:224690"
"ORC4","ORPHA:2554"
"ORC4","OMIM:613800"
"SLC22A18","ORPHA:227535"
"SLC22A18","OMIM:114480"
"SLC22A18","OMIM:211980"
"SLC22A18","ORPHA:99757"
"SLC22A18","OMIM:268210"
"OTC","OMIM:311250"
"OTC","ORPHA:664"
"OTX2","ORPHA:2542"
"OTX2","OMIM:610125"
"OTX2","ORPHA:99001"
"OTX2","ORPHA:3157"
"OTX2","ORPHA:178364"
"OTX2","ORPHA:990"
"OTX2","ORPHA:95494"
"OTX2","OMIM:613986"
"OXCT1","OMIM:245050"
"OXCT1","ORPHA:832"
"P2RX1","OMIM:609821"
"P2RY11","ORPHA:2073"
"P4HB","ORPHA:2050"
"P4HB","OMIM:112240"
"PAFAH1B1","ORPHA:531"
"PAFAH1B1","ORPHA:217385"
"PAFAH1B1","ORPHA:99796"
"PAFAH1B1","OMIM:607432"
"PAFAH1B1","ORPHA:95232"
"PAH","ORPHA:79253"
"PAH","OMIM:261600"
"PAH","ORPHA:2209"
"PAH","ORPHA:79651"
"PAH","ORPHA:293284"
"PAH","ORPHA:79254"
"SERPINE1","ORPHA:465"
"SERPINE1","OMIM:613329"
"PAK3","ORPHA:777"
"PAK3","OMIM:300558"
"PRKN","OMIM:167000"
"PRKN","ORPHA:2828"
"PRKN","OMIM:211980"
"PRKN","OMIM:600116"
"PARN","ORPHA:1775"
"PARN","ORPHA:3322"
"PARN","ORPHA:2032"
"PARN","OMIM:616353"
"PARN","OMIM:616371"
"PAX1","ORPHA:2792"
"PAX1","OMIM:615560"
"PAX2","ORPHA:1475"
"PAX2","OMIM:191830"
"PAX2","OMIM:616002"
"PAX2","ORPHA:93213"
"PAX2","OMIM:120330"
"PAX2","ORPHA:97362"
"PAX3","ORPHA:894"
"PAX3","ORPHA:99756"
"PAX3","OMIM:193500"
"PAX3","OMIM:148820"
"PAX3","OMIM:268220"
"PAX3","ORPHA:896"
"PAX3","ORPHA:1529"
"PAX3","OMIM:122880"
"PAX4","OMIM:125853"
"PAX4","OMIM:612225"
"PAX4","ORPHA:552"
"PAX6","OMIM:206700"
"PAX6","ORPHA:35737"
"PAX6","ORPHA:2253"
"PAX6","OMIM:106210"
"PAX6","OMIM:194072"
"PAX6","ORPHA:98947"
"PAX6","OMIM:120430"
"PAX6","ORPHA:708"
"PAX6","ORPHA:2334"
"PAX6","ORPHA:98942"
"PAX6","ORPHA:1065"
"PAX6","ORPHA:98943"
"PAX6","ORPHA:250923"
"PAX6","ORPHA:98944"
"PAX6","OMIM:165550"
"PAX6","ORPHA:98946"
"PAX6","ORPHA:893"
"PAX6","OMIM:604229"
"PAX6","ORPHA:137902"
"PAX6","ORPHA:98945"
"PAX6","OMIM:148190"
"PAX6","OMIM:136520"
"PAX7","ORPHA:99756"
"PAX7","OMIM:268220"
"PAX9","OMIM:604625"
"PAX9","ORPHA:99798"
"PC","ORPHA:353314"
"PC","OMIM:266150"
"PC","ORPHA:353308"
"PC","ORPHA:353320"
"PCBD1","OMIM:264070"
"PCBD1","ORPHA:1578"
"PCCA","ORPHA:35"
"PCCA","OMIM:606054"
"PCCB","ORPHA:35"
"PCCB","OMIM:606054"
"PCK1","ORPHA:2880"
"PCK1","OMIM:261680"
"PCK2","ORPHA:2880"
"PCK2","OMIM:261650"
"PCNA","OMIM:615919"
"PCNA","ORPHA:438134"
"PCNT","ORPHA:808"
"PCNT","OMIM:210720"
"PCNT","ORPHA:2637"
"CHMP1A","OMIM:614961"
"CHMP1A","ORPHA:324569"
"PCSK1","ORPHA:71528"
"PCSK1","OMIM:600955"
"PCYT1A","ORPHA:65"
"PCYT1A","ORPHA:85167"
"PCYT1A","OMIM:608940"
"PDE3A","OMIM:112410"
"PDE3A","ORPHA:1276"
"PDE4D","ORPHA:280651"
"PDE4D","OMIM:614613"
"PDE4D","ORPHA:950"
"PDE4D","ORPHA:439822"
"PDE6A","OMIM:613810"
"PDE6A","ORPHA:791"
"PDE6C","ORPHA:49382"
"PDE6C","OMIM:613093"
"PDE6C","ORPHA:1871"
"PDE6D","ORPHA:2754"
"PDE6D","OMIM:615665"
"PDE6G","ORPHA:791"
"PDE6G","OMIM:268000"
"PDE6G","OMIM:613582"
"PDE6H","OMIM:610024"
"PDE6H","ORPHA:49382"
"PDGFB","OMIM:607174"
"PDGFB","OMIM:607907"
"PDGFB","OMIM:213600"
"PDGFB","ORPHA:1980"
"PDGFB","ORPHA:31112"
"PDGFB","OMIM:615483"
"PDGFB","ORPHA:263662"
"PDGFRA","ORPHA:314950"
"PDGFRA","ORPHA:99860"
"PDGFRA","ORPHA:168940"
"PDGFRA","OMIM:606764"
"PDGFRA","OMIM:607685"
"PDGFRA","ORPHA:44890"
"PDGFRA","ORPHA:168947"
"PDGFRL","OMIM:114550"
"PDGFRL","ORPHA:210159"
"PDE6B","OMIM:613801"
"PDE6B","ORPHA:791"
"PDE6B","OMIM:163500"
"PDE6B","ORPHA:215"
"PDGFRB","OMIM:131440"
"PDGFRB","ORPHA:314950"
"PDGFRB","OMIM:213600"
"PDGFRB","ORPHA:1980"
"PDGFRB","OMIM:228550"
"PDGFRB","OMIM:601812"
"PDGFRB","ORPHA:168950"
"PDGFRB","ORPHA:2591"
"PDGFRB","OMIM:615007"
"PDGFRB","OMIM:616592"
"PDGFRB","ORPHA:363665"
"PDGFRB","ORPHA:86830"
"PDGFRB","ORPHA:98823"
"PDGFRB","ORPHA:477831"
"PDHA1","OMIM:312170"
"PDHA1","ORPHA:79243"
"PDHA1","ORPHA:255241"
"PDHB","OMIM:614111"
"PDHB","ORPHA:255138"
"ENPP1","OMIM:208000"
"ENPP1","ORPHA:51608"
"ENPP1","OMIM:613312"
"ENPP1","ORPHA:324561"
"ENPP1","OMIM:615522"
"ENPP1","ORPHA:758"
"ENPP1","ORPHA:289176"
"SLC26A4","ORPHA:90636"
"SLC26A4","ORPHA:95720"
"SLC26A4","OMIM:274600"
"SLC26A4","OMIM:600791"
"SLC26A4","ORPHA:95713"
"SLC26A4","ORPHA:705"
"PDYN","OMIM:610245"
"PDYN","ORPHA:101108"
"SERPINF1","ORPHA:216820"
"SERPINF1","OMIM:613982"
"SERPINF1","ORPHA:216812"
"PEPD","OMIM:170100"
"PEPD","ORPHA:742"
"PEX1","ORPHA:3220"
"PEX1","ORPHA:772"
"PEX1","OMIM:234580"
"PEX1","ORPHA:44"
"PEX1","OMIM:601539"
"PEX1","OMIM:214100"
"PEX1","ORPHA:912"
"PEX6","ORPHA:3220"
"PEX6","OMIM:616617"
"PEX6","ORPHA:772"
"PEX6","ORPHA:44"
"PEX6","ORPHA:95433"
"PEX6","OMIM:614863"
"PEX6","ORPHA:912"
"PEX6","OMIM:614862"
"PEX7","OMIM:266500"
"PEX7","ORPHA:309789"
